timestamp,buy,sell,qty,stp,mini_uptrend,major_uptrend,major_downtrend,above_average_volume,below_average_volume,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,macd_above_signal,high_rsi,low_rsi,high_buyers,high_sellers,high_close,low_close,below_projection,above_projection,volatility_high,volatility_low,pred,filled_timestamp,pl,result
3/7/22 22:10,4203.25,4207.75,4,4194.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/7/22 22:25,18,1
3/7/22 22:10,4207.75,4212.5,3,4194.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/7/22 22:15,14.25,1
3/7/22 23:20,4201.25,4203.25,4,4197,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/7/22 23:25,8,1
3/7/22 23:20,4203.25,4197,3,4197,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/7/22 23:25,-18.75,0
3/7/22 22:10,4212.5,4194.25,2,4194.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/7/22 22:15,-36.5,0
3/8/22 0:25,4193,4188.75,4,4188.75,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,99,3/8/22 0:30,-17,0
3/8/22 4:55,4217,4220,3,4207.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/8/22 5:10,9,1
3/8/22 4:55,4223,4207.75,1,4207.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/8/22 5:00,-15.25,0
3/8/22 4:55,4220,4207.75,2,4207.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/8/22 5:05,-24.5,0
3/8/22 4:55,4213.75,4207.75,4,4207.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/8/22 5:20,-24,0
3/8/22 21:30,4197.5,4184.5,1,4184.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,99,3/8/22 21:35,-13,0
3/8/22 21:30,4195,4184.5,2,4184.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,99,3/8/22 21:35,-21,0
3/8/22 21:30,4192.25,4184.5,3,4184.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,99,3/8/22 21:40,-23.25,0
3/8/22 21:30,4189.75,4184.5,4,4184.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,99,3/8/22 21:40,-21,0
3/8/22 22:30,4179.75,4184.5,2,4160.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/8/22 23:00,9.5,1
3/9/22 0:15,4192.25,4196.25,3,4180.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 0:20,12,1
3/9/22 0:15,4196.25,4200.25,2,4180.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 0:20,8,1
3/9/22 0:15,4188.25,4192.25,4,4180.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 0:40,16,1
3/9/22 3:25,4217.5,4221.5,2,4201.75,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/9/22 3:30,8,1
3/9/22 3:25,4213.5,4217.5,3,4201.75,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/9/22 3:30,12,1
3/9/22 5:55,4243.5,4246,4,4238,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/9/22 6:00,10,1
3/9/22 5:55,4246,4248.75,3,4238,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/9/22 6:00,8.25,1
3/9/22 6:20,4249,4252.75,1,4230.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 6:25,3.75,1
3/9/22 6:20,4245.5,4249,2,4230.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 6:25,7,1
3/9/22 6:20,4238,4241.75,4,4230.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 6:45,15,1
3/9/22 6:20,4241.75,4245.5,3,4230.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 6:45,11.25,1
3/9/22 7:05,4241.25,4245.75,2,4223.75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/9/22 7:10,9,1
3/9/22 22:10,4282.75,4284.75,3,4276.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 22:15,6,1
3/9/22 22:10,4280.5,4282.75,4,4276.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/9/22 22:40,9,1
3/9/22 23:30,4275.75,4278,4,4271.25,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/9/22 23:40,9,1
3/9/22 23:30,4278,4280.25,3,4271.25,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/9/22 23:35,6.75,1
3/10/22 1:35,4275.25,4277.5,3,4268.75,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,99,3/10/22 2:10,6.75,1
3/10/22 3:15,4269,4263.25,4,4263.25,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,99,3/10/22 3:20,-23,0
3/10/22 5:45,4247,4250.75,4,4239.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,3/10/22 6:10,15,1
3/10/22 5:45,4250.75,4254.5,3,4239.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,3/10/22 6:00,11.25,1
3/10/22 5:45,4254.5,4239.5,2,4239.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,3/10/22 6:00,-30,0
3/10/22 6:50,4244,4247.5,3,4233.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/10/22 6:55,10.5,1
3/10/22 6:50,4240.5,4244,4,4233.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/10/22 7:05,14,1
3/10/22 7:20,4247.5,4252.25,1,4224.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,3/10/22 7:25,4.75,1
3/10/22 7:20,4238.25,4243,3,4224.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,3/10/22 7:55,14.25,1
3/10/22 7:20,4233.5,4238.25,4,4224.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,3/10/22 8:10,19,1
3/10/22 7:20,4243,4247.5,2,4224.25,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,3/10/22 7:50,9,1
3/10/22 19:45,4268.75,4262.75,3,4262.75,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,99,3/10/22 19:50,-18,0
3/10/22 19:45,4266.75,4262.75,4,4262.75,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,99,3/10/22 19:55,-16,0
3/10/22 20:50,4251.5,4255.75,2,4234.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,99,3/10/22 20:55,8.5,1
3/10/22 21:55,4254,4243.5,1,4243.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,99,3/10/22 22:00,-10.5,0
3/10/22 21:55,4251.75,4243.5,2,4243.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,99,3/10/22 22:00,-16.5,0
3/10/22 21:55,4249.75,4243.5,3,4243.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,99,3/10/22 22:10,-18.75,0
3/10/22 21:55,4247.75,4243.5,4,4243.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,99,3/10/22 22:15,-17,0
3/10/22 22:30,4243,4246.5,3,4232.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,99,3/10/22 22:35,10.5,1
3/11/22 0:15,4245.25,4247.5,3,4239,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/11/22 0:20,6.75,1
3/11/22 2:45,4267.5,4272.25,3,4253.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/11/22 3:00,14.25,1
3/11/22 2:45,4262.75,4267.5,4,4253.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/11/22 3:10,19,1
3/11/22 3:55,4264.5,4269.5,1,4239.75,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99,3/11/22 4:00,5,1
3/11/22 2:45,4272.25,4277,2,4253.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/11/22 2:50,9.5,1
3/11/22 7:25,4322.25,4325.25,2,4309.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/11/22 7:30,6,1
3/11/22 7:25,4319,4322.25,3,4309.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/11/22 7:30,9.75,1
3/11/22 7:25,4315.75,4309.5,4,4309.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/11/22 7:55,-25,0
3/13/22 19:00,4231.75,4234.75,1,4216.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,99,3/13/22 19:15,3,1
3/13/22 20:45,4235.5,4239,3,4224.75,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/13/22 20:50,10.5,1
3/13/22 21:50,4233,4235.5,3,4226,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/13/22 22:00,7.5,1
3/13/22 21:50,4230.75,4226,4,4226,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/13/22 22:05,-19,0
3/13/22 22:50,4222,4227,2,4202.25,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/13/22 23:10,10,1
3/14/22 2:00,4235.75,4238.5,2,4224.75,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 2:05,5.5,1
3/14/22 2:00,4233,4235.75,3,4224.75,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 2:05,8.25,1
3/14/22 3:15,4242.25,4245.25,2,4230.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 3:20,6,1
3/14/22 3:15,4236.5,4239.5,4,4230.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 3:55,12,1
3/14/22 3:15,4239.5,4242.25,3,4230.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 3:50,8.25,1
3/14/22 4:20,4233.5,4238.25,3,4219,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/14/22 4:30,14.25,1
3/14/22 4:20,4238.25,4243,2,4219,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/14/22 4:30,9.5,1
3/14/22 6:40,4247,4250,3,4237.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 6:45,9,1
3/14/22 6:40,4250,4253.25,2,4237.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 6:45,6.5,1
3/14/22 6:40,4244,4247,4,4237.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/14/22 7:10,12,1
3/14/22 20:15,4186,4188.25,4,4181.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,99,3/14/22 20:20,9,1
3/14/22 20:35,4187.75,4190.75,2,4175.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/14/22 20:50,6,1
3/14/22 20:35,4184.75,4187.75,3,4175.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/14/22 21:20,9,1
3/14/22 20:35,4181.75,4184.75,4,4175.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/14/22 21:35,12,1
3/14/22 21:40,4181.25,4184.25,3,4173,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,99,3/14/22 21:55,9,1
3/14/22 20:35,4190.75,4193.75,1,4175.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,3/14/22 20:40,3,1
3/15/22 1:20,4185.25,4187.25,4,4181.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,99,3/15/22 1:25,8,1
3/15/22 1:20,4187.25,4189.5,3,4181.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,99,3/15/22 1:25,6.75,1
3/15/22 1:45,4182.75,4185,4,4178.25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/15/22 2:05,9,1
3/15/22 1:45,4185,4187.5,3,4178.25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/15/22 1:55,7.5,1
3/15/22 1:45,4187.5,4178.25,2,4178.25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/15/22 1:50,-18.5,0
3/15/22 2:55,4179.75,4173,3,4173,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/15/22 3:00,-20.25,0
3/15/22 2:55,4177.5,4173,4,4173,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/15/22 3:05,-18,0
3/15/22 4:40,4153.25,4157.75,4,4144.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,3/15/22 5:00,18,1
3/15/22 4:40,4157.75,4162,3,4144.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,3/15/22 4:55,12.75,1
3/15/22 7:50,4181.25,4185,3,4169.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/15/22 7:55,11.25,1
3/15/22 20:15,4259.5,4262.5,4,4253.75,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/15/22 20:25,12,1
3/15/22 20:15,4262.5,4265.5,3,4253.75,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,99,3/15/22 20:20,9,1
3/16/22 3:45,4297.75,4300,3,4291.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/16/22 3:50,6.75,1
3/16/22 7:10,4319.75,4322,4,4315.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/16/22 7:20,9,1
3/16/22 7:10,4322,4324.5,3,4315.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,99,3/16/22 7:15,7.5,1
3/16/22 7:40,4325,4327.5,1,4312.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99,3/16/22 7:50,2.5,1
3/16/22 7:40,4317.25,4319.75,4,4312.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99,3/16/22 8:40,10,1
3/16/22 7:40,4322.25,4312.25,2,4312.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99,3/16/22 8:35,-20,0
3/16/22 7:40,4319.75,4312.25,3,4312.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,99,3/16/22 8:40,-22.5,0
3/16/22 21:25,4367,4362.25,4,4362.25,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,99,3/16/22 21:30,-19,0
3/16/22 22:15,4358.25,4362.75,2,4340,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,99,3/16/22 23:15,9,1
3/16/22 22:15,4362.75,4367.5,1,4340,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,99,3/16/22 22:20,4.75,1
3/17/22 3:35,4362.5,4367.25,3,4348.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/17/22 3:40,14.25,1
3/17/22 4:45,4364,4366.75,3,4356.25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/17/22 4:55,8.25,1
3/17/22 4:45,4361.5,4364,4,4356.25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,3/17/22 5:00,10,1
3/17/22 5:15,4359.75,4362.75,3,4350.25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/17/22 5:20,9,1
3/17/22 5:15,4356.5,4359.75,4,4350.25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99,3/17/22 5:40,13,1
3/17/22 7:40,4350.5,4353.75,3,4340.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,3/17/22 7:45,9.75,1
